UN,Data da Verificação,Hidrômetro No,Ano de Inst.,Qn,Qt ,Qmín,Status,REP P/N
,04/02/19,A15F245152,03/11/15,"0,24","0,4","42,8",RP1,N
,04/02/19,A04S405635,18/09/14,"0,64",1,"0,6",AP,
,04/02/19,A06F278848,30/09/14,"0,76",1,"8,4",AP,
,05/02/19,A10F085817,28/05/10,"7,66","5,4","28,6",RP3,N
,05/02/19,A08F356038,04/10/08,5,5,"99,6",RP1,N
,05/02/19,A08F496782,03/02/09,"1,5",0,15,RP1,N
,05/02/19,A11N245801,07/10/11,"8,1","0,5",1,RP1,P
,05/02/19,A09F215203,26/06/17,"1,04","1,4","4,6",AP,
,05/02/19,A18N143243,17/09/18,"0,38","0,2","0,6",AP,
,05/02/19,A18N185942,29/11/18,"0,56","0,4","0,4",AP,
,05/02/19,A17N285804,25/01/18,"0,48",2,"5,6",AP,
,05/02/19,A11N322101,14/11/11,"1,1",0,"4,5",AP,
,05/02/19,A11F183418,23/12/11,"0,34","5,6",100,RP2,N
,05/02/19,A15F043530,13/03/15,"1,74","1,4",78,RP1,N
,05/02/19,A18N056551,20/04/18,"0,5","1,4","3,2",AP,
,05/02/19,A10F045631,25/02/10,"0,5","0,2","14,6",RP1,N
,05/02/19,A06F410956,13/02/09,"0,3",1,0,AP,
,05/02/19,A18N193212,06/08/18,"0,84","0,4","0,6",AP,
,05/02/19,A17N285985,02/02/18,"0,1",0,1,AP,
,05/02/19,A18N186259,28/11/18,"0,2",0,1,AP,
,05/02/19,A07S041663,30/11/16,"0,3",1,"2,6",AP,
,05/02/19,A18N053930,11/06/18,"0,16",0,"0,6",AP,
,05/02/19,A14F410731,12/05/15,"1,14",6,100,RP2,N
,06/02/19,A11N241926,,"1,1","0,5","0,5",AP,
,06/02/19,A99S509971,,"2,7","2,6",27,RP1,N
,06/02/19,A18N191236,,"0,2",0,"0,4",AP,
,06/02/19,A14F244885,,"1,46","0,6",13,RP1,N
,06/02/19,A16F145401,,"0,82",3,"2,8",AP,
,06/02/19,A12F354689,,"2,3","0,4",4,AP,
,06/02/19,A08F423721,,3,3,100,RP1,N
,06/02/19,A17F068593,,"1,06","3,4",38,RP1,N
,06/02/19,A15F137771,,"1,54",2,2,AP,
,06/02/19,A12F141895,,"1,54",1,17,RP1,N
,06/02/19,A08F462222,,2,"0,6","20,4",RP1,N
,06/02/19,A11F313703,,"0,14","1,4",9,AP,
,07/02/19,A15F024919,,"2,3","0,4","1,2",AP,
,07/02/19,A09F225103,,"0,86",1,"15,6",RP1,N
,07/02/19,A17N286201,,"0,58","1,4","3,4",AP,
,07/02/19,A06F364752,,"1,2",0,"13,6",RP1,N
,07/02/19,A07S133148,,"0,5",1,2,AP,
,07/02/19,A12F034636,,"1,14","0,6",3,AP,
,07/02/19,A18N142077,,1,0,"1,4",AP,
,07/02/19,A12F351834,,"0,8","2,6","39,4",RP1,N
,07/02/19,A13F265539,,"2,84",3,"15,4",RP1,N
,07/02/19,A18N321511,,"0,5","0,6","1,4",AP,
,07/02/19,A09F098991,,"0,66",1,"55,4",RP1,N
,07/02/19,A14F006770,,"0,24",0,18,RP1,N
,07/02/19,A09F171869,,"0,62","1,2",8,AP,
,07/02/19,A18N381464,,"0,24","0,2",0,AP,
,07/02/19,A18N292903,,"0,5",0,"9,4",AP,
,07/02/19,A07F274419,,"1,54","0,4","0,4",AP,
,08/02/19,A18N144676,,"1,6","0,6","3,4",AP,
,08/02/19,A12F348291,,"0,66","0,6","39,4",RP1,N
,08/02/19,A15S165467,,"0,7",2,2,AP,
,08/02/19,A07S141152,,"1,1","8,4","24,6",RP2,N
,08/02/19,A18N193385,,"0,4","1,4","0,8",AP,
,08/02/19,A12F222801,,"1,54","0,6","2,6",AP,
,08/02/19,A13F237319,,"1,48","2,6",30,RP1,N
,08/02/19,A11F185815,,"1,2",0,30,RP1,N
,08/02/19,A18N228464,,"1,2",1,3,AP,
,08/02/19,A10F560003,,"2,2",1,"13,4",RP1,N
,08/02/19,A12F144398,,"0,1",0,18,RP1,N
,08/02/19,A13F241396,,"2,86","0,6",7,AP,
,08/02/19,A07S048816,,"0,26",4,15,RP1,N
,08/02/19,A09F268941,,"1,8","2,4",9,AP,
,08/02/19,A98L719254,,"3,5","3,4","13,6",RP1,N
,08/02/19,A15F172459,,"1,44","1,8","58,6",RP1,N
,08/02/19,A14F249263,,"0,98","2,6",99,RP1,N
,08/02/19,A17F100493,,,,,RP1,N
,08/02/19,A15F155656,,"1,3",3,"13,4",RP1,N
,08/02/19,A07F275990,,"2,86","1,4",97,RP1,N
,08/02/19,A07F265259,,"3,1",2,97,RP1,N
,08/02/19,A18N037144,,"0,26","0,4","0,4",AP,
,09/02/19,A09F177169,,"0,94",2,"27,6",RP1,N
,09/02/19,A04S403536,,"2,06","0,8",12,RP1,N
,09/02/19,A13F262421,,"2,64","2,6","10,4",RP1,N
,09/02/19,A18N209494,,"0,34","0,8","0,4",AP,
,09/02/19,A10F254718,,"0,8",3,29,RP1,N
,09/02/19,A07S042595,,"0,9",8,27,RP2,N
,09/02/19,A08F499159,,"0,46",2,25,RP1,N
,09/02/19,A16F274426,,"0,06",1,"15,4",RP1,N
,09/02/19,A15F078752,,"0,54","1,6",4,AP,
,09/02/19,A12F236902,,"0,12","2,2","19,4",RP1,N
,09/02/19,A18N322230,,"0,1",1,1,AP,
,09/02/19,A10F548826,,"0,56","0,8","3,2",AP,
,09/02/19,A08S700649,,"2,7","1,6","5,4",AP,
,09/02/19,A17F070827,,"0,02","0,4",29,RP1,N
,09/02/19,A18N211662,,"0,2","0,6","4,6",AP,
,09/02/19,A10F038763,,"0,26","0,6","8,4",AP,
,09/02/19,A18N188276,,"1,44","0,2","2,2",AP,
,09/02/19,A17F062178,,"1,4",1,3,AP,
,09/02/19,A18F025585,,0,"0,4",9,AP,
,09/02/19,A09F252355,,"0,74",2,14,RP1,N
,09/02/19,A07S089221,,"1,8",1,5,AP,
,09/02/19,A08F230417,,"0,84","0,4","0,2",AP,
,09/02/19,A13F199082,,"2,84","0,6","18,4",RP1,N
,09/02/19,A16F123550,,"2,3","0,4","0,6",AP,
,09/02/19,A08F357477,,"1,3","1,4","1,6",AP,
,11/02/19,A18N089078,,"0,54",1,"0,8",AP,
,11/02/19,A09F279344,,"0,3",2,8,AP,
,11/02/19,A18N209869,,"0,24","1,2","0,8",AP,
,11/02/19,A14F076207,,"0,26",3,20,RP1,N
,11/02/19,A18N138486,,"0,3",1,"0,4",AP,
,11/02/19,A06S704029,,,,,RP1,N
,11/02/19,A11F310886,,"0,3",0,4,AP,
,11/02/19,A18N288353,,"0,2",2,"0,4",AP,
,11/02/19,A07S274406,,"1,14","1,6",10,AP,
,11/02/19,A17F056323,,"1,5","3,4",2,AP,
,11/02/19,A09F281829,,"1,3",4,100,RP1,N
,11/02/19,A15F167255,,2,"3,6","99,4",RP1,N
,11/02/19,A08F348521,,"1,54",3,"8,4",AP,
,11/02/19,A09F206597,,"0,1","0,4",38,RP1,N
,11/02/19,A17F007879,,0,0,17,RP1,N
,11/02/19,A10F482256,,,,,RP1,N
,11/02/19,A12F185354,,"16,66","22,4","28,4",RP3,P
,11/02/19,A12F148611,,"8,1",10,15,RP3,P
,11/02/19,A02S672689,,"14,06","11,4","3,6",RP2,P
,11/02/19,A11F237079,,"1,8",1,"99,6",RP1,N
,11/02/19,A10F047951,,"1,54","3,4",100,RP1,N
,12/02/19,A11F223494,,"0,2",0,"18,4",RP1,N
,12/02/19,A12F139632,,"1,7","4,6","93,8",RP1,N
,12/02/19,A16F277759,,"0,1","0,6",7,AP,
,12/02/19,A16F253627,,"1,08","1,6","49,4",RP1,N
,12/02/19,A16F053485,,"1,46",0,"10,6",RP1,N
,12/02/19,A18F322433,,"0,6","0,6",0,AP,
,12/02/19,A14F414558,,"0,1",2,"99,4",RP1,N
,12/02/19,A18N138172,,1,"1,4","2,6",AP,
,12/02/19,A10F258837,,,,,RP1,N
,12/02/19,A03S449001,,"3,4",6,"81,6",RP2,N
,12/02/19,A08F354174,,"0,8","0,4",28,RP1,N
,12/02/19,A08F285953,,"1,34","4,6",100,RP1,N
,12/02/19,A12F286944,,"3,18","1,6","40,6",RP1,N
,12/02/19,A15F076945,,"1,48",0,"21,2",RP1,N
,12/02/19,A12F347449,,"0,7",1,"3,6",AP,
,12/02/19,A13F219817,,"2,14",1,19,RP1,N
,13/02/19,A14F000460,,"0,1","2,8","39,2",RP1,N
,13/02/19,A11N314067,,"0,95",3,36,RP1,N
,13/02/19,A09F282754,,"3,4",3,"28,2",RP1,N
,13/02/19,A13F265955,,"1,2","0,6","5,4",AP,
,13/02/19,A18N307805,,"1,26","1,4","3,2",AP,
,13/02/19,A17F060597,,"0,7",0,"1,6",AP,
,13/02/19,A14F376608,,"1,4",4,98,RP1,N
,13/02/19,A14F002696,,"1,3","3,6",100,RP1,N
,13/02/19,A06F269102,,"0,9","0,4",2,AP,
,13/02/19,A10F176275,,"0,66","0,2",8,AP,
,13/02/19,A04S014239,,"1,68","1,2","6,4",AP,
,13/02/19,A06F390259,,"1,7","1,6","22,4",RP1,N
,13/02/19,A08F484304,,"4,84","4,6",62,RP1,N
,13/02/19,A07S358756,,"2,5","3,6","16,4",RP1,N
,13/02/19,A16F148734,,"1,06","0,6","0,6",AP,
,13/02/19,A14F119734,,"2,26",2,"12,4",RP1,N
,13/02/19,A09F208641,,"0,56",2,17,RP1,N
,13/02/19,A09F319033,,"0,5","0,4","19,6",RP1,N
,13/02/19,A12F285546,,"1,92",2,"26,4",RP1,N
,13/02/19,A06F311564,,"0,66","0,6","25,6",RP1,N
,13/02/19,A08F228527,,"0,24",0,8,AP,
,13/02/19,A08F297128,,"3,3","3,4","68,6",RP1,N
,13/02/19,A05F322950,,2,"3,4",34,RP1,N
,13/02/19,A09F058540,,"0,4",1,"2,4",AP,
,14/02/19,A07F276181,,"0,1","0,4","11,4",RP1,N
,14/02/19,A10F177389,,"1,6","2,6",15,RP1,N
,14/02/19,A06S798814,,"0,1",1,"1,6",AP,
,14/02/19,A04S322306,,"0,52","0,6",2,AP,
,14/02/19,A01S067990,,"0,52",1,1,AP,
,14/02/19,A12F346567,,"0,44",0,"11,4",RP1,N
,14/02/19,A06F342137,,"0,26",0,11,RP1,N
,14/02/19,A17N300511,,"2,1",1,9,AP,
,14/02/19,A17F068653,,"1,74","0,6","3,6",AP,
,14/02/19,A07F241989,,"0,34","2,4","3,4",AP,
,14/02/19,A14F201678,,"0,2",0,6,AP,
,14/02/19,A08F272121,,"1,2","0,6","30,4",RP1,N
,14/02/19,A09F052784,,"1,2",3,"94,4",RP1,N
,14/02/19,A18N019105,,"1,1",0,0,AP,
,14/02/19,A12F233712,,"0,08","1,6",17,RP1,N
,14/02/19,A18N190471,,"0,7","0,6","6,8",AP,
,14/02/19,A09F040296,,"1,2","1,4","4,4",AP,
,14/02/19,A17N300985,,"0,7","0,4","2,6",AP,
,14/02/19,A18N175446,,"1,4","1,4","0,4",AP,
,14/02/19,A06S747197,,"1,06","0,4","27,6",RP1,N
,14/02/19,A15F107382,,"1,96","0,2","1,4",AP,
,14/02/19,A18N210514,,"0,84","0,6","0,6",AP,
,14/02/19,A11F232483,,"0,1",1,31,RP1,N
,15/02/19,A06F431243,,"2,7",1,23,RP1,N
,15/02/19,A18N187432,,"1,5",1,4,AP,
,15/02/19,A17F110781,,"0,74",0,"0,4",AP,
,15/02/19,A14F412860,,"0,1",1,"6,6",AP,
,15/02/19,A06F288409,,"1,5","0,6","5,4",AP,
,15/02/19,A12F346017,,"1,22","1,4",1,AP,
,15/02/19,A14F395709,,"1,64",0,9,AP,
,15/02/19,A18N021694,,"0,9",1,"0,4",AP,
,15/02/19,A09F162072,,"3,3",2,9,AP,
,15/02/19,A17N281464,,"0,14","0,6","6,4",AP,
,15/02/19,A18N187257,,"0,1",1,"6,6",AP,
,15/02/19,A98L622424,,"4,46","2,4","24,6",RP1,N
,15/02/19,A04S015466,,"1,3",1,"2,6",AP,
,15/02/19,A08F361600,,"2,7","5,6","99,6",RP2,N
,15/02/19,A14F239891,,1,1,"12,6",RP1,N
,15/02/19,A10F061069,,"2,18","3,2","44,4",RP1,N
,15/02/19,A03S160061,,"3,84",6,99,RP2,N
,15/02/19,A13F231897,,"1,6","1,6",19,RP1,N
,15/02/19,A05F105616,,"0,44","17,4",100,RP2,N
,15/02/19,A10F040161,,"1,1","3,6","66,4",RP1,N
,16/02/19,A09F323418,,"0,7",1,5,AP,
,16/02/19,A14F026307,,"1,58","1,6",100,RP1,N
,16/02/19,A17F022349,,"8,34",11,11,RP3,P
,16/02/19,A17F001600,,"1,5","0,4",2,AP,
,16/02/19,A10F222293,,,,,RP1,N
,16/02/19,A16F108363,,"1,14","0,2",32,RP1,N
,16/02/19,A18N089033,,"0,34","0,8","3,6",AP,
,16/02/19,A14F452553,,"1,56",1,24,RP1,N
,16/02/19,A14F283776,,"3,74","1,2","5,4",AP,
,16/02/19,A17F071156,,"0,96","0,6","14,4",RP1,N
,16/02/19,A01S006975,,"0,7",5,28,RP1,N
,16/02/19,A12F151488,,"0,16","1,6",2,AP,
,16/02/19,A09F305652,,"2,1",0,9,AP,
,16/02/19,A18N141500,,"0,5",2,0,AP,
,16/02/19,A04S042796,,"1,22","0,6","13,6",RP1,N
,16/02/19,A04N463691,,"2,4",1,16,RP1,N
,16/02/19,A16F153992,,"1,2","1,4",4,AP,
,16/02/19,A18N197342,,"0,18","0,2","1,2",AP,
,16/02/19,A09F249106,,"1,2","0,4","3,6",AP,
,16/02/19,A09F261555,,"0,26",1,5,AP,
,16/02/19,A15F074931,,"2,7","0,6",4,AP,
,16/02/19,A18N321396,,"0,5",0,3,AP,
,16/02/19,A08F061419,,"2,16","2,4","18,6",RP1,N
,18/02/19,A17F003155,,"3,86","5,8",7,RP1,P
,18/02/19,A15L095306,,"0,46",1,"1,4",AP,
,18/02/19,A14F080232,,"1,36",0,16,RP1,N
,18/02/19,A18N142502,,"0,36",0,"0,4",AP,
,18/02/19,A18N142616,,"0,54","0,4",0,AP,
,18/02/19,A11N319488,,"0,25","1,5",1,AP,
,18/02/19,A16F058896,,"2,6",0,"18,6",RP1,N
,18/02/19,A18N187828,,"0,66",1,5,AP,
,18/02/19,A04S219324,,"1,92",7,32,RP2,N
,18/02/19,A11F184121,,3,"3,2","43,6",RP1,N
,18/02/19,A09F310250,,"0,44","0,2",13,RP1,N
,18/02/19,A16N286195,,"0,8","0,4",0,AP,
,18/02/19,A15F133596,,"0,34","0,4",33,RP1,N
,18/02/19,A18N180371,,"0,96",0,3,AP,
,18/02/19,A13F261538,,"1,9","1,4",25,RP1,N
,18/02/19,A14F074145,,"1,96","4,4",100,RP1,N
,18/02/19,A18N308183,,1,"0,6",5,AP,
,18/02/19,A10F161387,,,,,RP1,N
,18/02/19,A08F370115,,"0,6","1,6","14,4",RP1,N
,18/02/19,A11F286469,,"1,64",2,27,RP1,N
,18/02/19,A14F405530,,"1,1",1,"1,6",AP,
,18/02/19,A18N052013,,"0,64","0,2","2,8",AP,
,18/02/19,A18N319197,,"0,74","0,4","1,6",AP,
,19/02/19,A10F482966,,"0,74","1,6","2,4",AP,
,19/02/19,A17N281454,,"1,3","1,6","0,4",AP,
,19/02/19,A18N229598,,"1,34","0,4",0,AP,
,19/02/19,A10F001138,,"0,44","2,6",10,AP,
,19/02/19,A08F233845,,"4,5",4,"14,6",RP1,N
,19/02/19,A11F292888,,"0,52","1,4","30,4",RP1,N
,19/02/19,A18N318400,,"0,1","0,6","1,8",AP,
,19/02/19,A08F549968,,"1,36","0,6",0,AP,
,19/02/19,A06F319026,,"0,9","0,6","14,4",RP1,N
,19/02/19,A18N182533,,"1,2",2,"12,4",RP1,N
,19/02/19,A18N380203,,"0,26","0,4",0,AP,
,19/02/19,A16F121718,,"1,68","0,8",6,AP,
,19/02/19,A06S751679,,"1,26",3,"87,4",RP1,N
,19/02/19,A18N190869,,"0,34",1,3,AP,
,19/02/19,A18N192101,,"0,76","0,6",0,AP,
,19/02/19,A17F001954,,"0,8",1,"23,6",RP1,N
,19/02/19,A14F001421,,"1,44",2,20,RP1,N
,19/02/19,A13F265199,,"0,04",0,17,RP1,N
,20/02/19,A08F226375,,"1,3",0,15,RP1,N
,20/02/19,A13F221401,,"0,6","0,4","22,4",RP1,N
,20/02/19,A04L313313,,"0,7",0,81,RP1,N
,20/02/19,A10F487074,,"2,86",2,"53,6",RP1,N
,20/02/19,A17N282042,,"0,02","1,4",1,AP,
,20/02/19,A18N226100,,"1,54",1,"1,6",AP,
,20/02/19,A15F154771,,,,,RP1,N
,20/02/19,A17N319552,,"0,14",2,3,AP,
,20/02/19,A12F041458,,"0,46","2,4",98,RP1,N
,20/02/19,A17F107047,,1,"1,4","9,4",AP,
,20/02/19,A18N144777,,"0,56",6,"11,4",RP2,N
,20/02/19,A11F036304,,"2,34",2,"19,6",RP1,N
,20/02/19,A11F187878,,"0,4","1,4",25,RP1,N
,20/02/19,A14F376461,,"0,04","1,6","32,4",RP1,N
,20/02/19,A18N207541,,"1,04",1,0,AP,
,20/02/19,A18N233656,,"0,94",0,0,AP,
,20/02/19,A03S585186,,"1,7","4,4","19,6",RP1,N
,20/02/19,A02S689201,,"0,9","2,6","4,4",AP,
,20/02/19,A18N183008,,"0,26","0,6","0,2",AP,
,21/02/19,C13L000349,,,,,RP1,N
,21/02/19,C15L005658,,"1,58","1,8","13,2",RP1,N
,21/02/19,C08S010637,,"0,72","1,8","2,8",AP,
,21/02/19,E08S003927,,,,,RP1,N
,21/02/19,A08F354989,,"7,5","8,6","99,4",RP3,N
,21/02/19,A12F367392,,"0,1",5,9,AP,
,21/02/19,A16F153905,,"1,72","4,85","4,55",AP,
,21/02/19,A09F005446,,"3,66",3,61,RP1,N
,21/02/19,A06F366760,,"2,25",0,15,RP1,N
,21/02/19,A18N193378,,"0,2",0,"1,6",AP,
,21/02/19,A14F289090,,"3,8","3,6",100,RP1,N
,21/02/19,A13F239599,,"3,4","1,6",20,RP1,N
,21/02/19,A06F276255,,"0,95","0,5",11,RP1,N
,21/02/19,A01S600921,,"3,16","7,4","39,2",RP1,N
,21/02/19,A17F016373,,"0,48","0,8","19,4",RP1,N
,21/02/19,A03S026458,,"4,9","1,5","98,5",RP1,N
,21/02/19,A11N253624,,,,,RP1,N
,21/02/19,A09F099007,,"0,74","0,6","6,4",AP,
,21/02/19,A04L540786,,"1,8",2,28,RP1,N
,22/02/19,D12L002415,,"4,6","8,4","3,8",RP1,P
,22/02/19,A18N137056,,"0,18","0,4",3,AP,
,22/02/19,A07F232760,,"0,28","3,6",28,RP1,N
,22/02/19,A18N308025,,1,"0,4",0,AP,
,22/02/19,A14F076501,,"0,4","9,4",100,RP2,N
,22/02/19,A15F070322,,"1,7","0,4","0,6",AP,
,22/02/19,A14F028405,,"2,18","1,6",27,RP1,N
,22/02/19,A10F253924,,"1,16",1,15,RP1,N
,22/02/19,A18N175659,,"0,1","0,2","0,6",AP,
,22/02/19,A16F148316,,"1,4",0,"0,6",AP,
,22/02/19,A12F365525,,"1,66","5,4",100,RP2,N
,22/02/19,A08F060633,,"0,36",0,"3,6",AP,
,22/02/19,A14F001578,,0,"4,4","99,8",RP1,N
,22/02/19,A09F280442,,"1,4","3,6",43,RP1,N
,22/02/19,A06S704361,,2,2,"7,4",AP,
,22/02/19,A04S329388,,"3,54",3,4,AP,
,22/02/19,A11N318693,,"1,4",1,3,AP,
,23/02/19,A18N231671,,"1,92","0,2","0,8",AP,
,23/02/19,A14F075608,,"0,72","0,4",9,AP,
,23/02/19,A15F128125,,"0,6","2,8","95,8",RP1,N
,23/02/19,A14F401353,,"2,04","3,4",93,RP1,N
,23/02/19,A16F277825,,"0,56","0,8",15,RP1,N
,23/02/19,A11F222811,,"1,26","1,2","11,4",RP1,N
,23/02/19,A18N197020,,"1,08","1,6","0,2",AP,
,23/02/19,A06F418931,,"0,46","0,2","0,6",AP,
,23/02/19,A05L144195,,"1,52","0,4","0,4",AP,
,23/02/19,A17N316457,,"5,34","5,2","5,4",RP2,P
,23/02/19,A18N439481,,"0,7","0,6","0,8",AP,
,23/02/19,A18N317557,,"0,06","0,6","1,8",AP,
,23/02/19,A07S303909,,"0,98","0,2",1,AP,
,23/02/19,A14F405384,,"1,3","2,4",55,RP1,N
,23/02/19,A11F286668,,"0,2","0,8",7,AP,
,23/02/19,A06F398892,,"0,24","1,6","2,8",AP,
,23/02/19,A18N091335,,"0,38","1,4","5,2",AP,
