,CVProcessado,vidaInstalacao,vidaHidrometro,hid_imo_qtd_pontos_utilizacao,QtdMedicoes,QtdOcorrencias,qtd_instalacao,variacaoTendencia,bhc_dsc_status,IDHidrometro
411,0.09626884182510745,1.0,1.0,6.0,5.0,0.0,1.0,0.0,1,A18N179825
413,0.25121005066958907,8.0,16.0,8.0,25.0,0.0,1.0,0.08661417322834652,0,A03S070280
414,0.7655063683601855,1.0,2.0,6.0,12.0,2.0,1.0,0.07792207792207795,1,A17N284605
415,0.4071008879280946,5.0,13.0,8.0,25.0,0.0,2.0,-0.09999999999999998,1,A06S470358
416,1.2078002160983283,1.0,2.0,9.0,12.0,0.0,1.0,2.1578947368421053,1,A17N283132
417,0.8182531420689467,1.0,1.0,14.0,8.0,0.0,1.0,0.6774193548387097,1,A18N139066
418,0.2357518767018007,2.0,2.0,4.0,21.0,2.0,1.0,0.19780219780219777,1,A17F027540
419,0.1209492839991552,4.0,4.0,14.0,25.0,0.0,1.0,-0.11023622047244097,0,A15F242227
420,0.23401319555556768,5.0,13.0,5.0,25.0,0.0,2.0,0.4835164835164836,1,A06S807096
421,0.44702341322663297,5.0,6.0,5.0,25.0,2.0,1.0,0.9397590361445782,0,A13F272998
422,0.26999808075251475,6.0,15.0,6.0,25.0,0.0,2.0,0.55,1,A04S258674
423,0.7285342594043217,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1,A18N292811
424,0.3802739230157004,2.0,2.0,5.0,19.0,0.0,1.0,1.0804597701149423,1,A17F069773
425,0.4909835534828142,3.0,3.0,4.0,25.0,4.0,1.0,1.8289473684210527,1,A16F126145
426,0.17516438347841803,1.0,10.0,3.0,11.0,0.0,2.0,0.18367346938775508,1,A09F276211
427,0.11134044285378081,1.0,1.0,3.0,7.0,0.0,1.0,0.17647058823529416,1,A18N194082
428,0.7374342345019352,1.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A18N385978
429,0.7731153632166403,5.0,9.0,5.0,25.0,0.0,2.0,1.06,1,A10F224892
430,0.2267615429877072,3.0,11.0,12.0,25.0,0.0,2.0,0.5465838509316769,0,A08F356037
431,0.4288582990641518,8.0,9.0,4.0,25.0,0.0,1.0,0.9473684210526316,0,A10F550584
432,0.20203050891044216,1.0,1.0,9.0,3.0,0.0,1.0,0.0,1,A18N175858
433,0.4435590310702219,5.0,7.0,15.0,25.0,1.0,2.0,1.3595505617977528,0,A12F177723
434,0.26223302452145425,1.0,1.0,5.0,6.0,0.0,1.0,0.22699386503067487,1,A18N181684
435,1.0860866084171126,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1,A18N287964
438,1.3965599724263795,2.0,2.0,4.0,16.0,0.0,1.0,0.7363636363636363,1,A17F072609
439,0.10688746818240631,6.0,11.0,1270.0,25.0,2.0,2.0,0.09782608695652173,0,E08S003666
440,0.32014539633148525,1.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A18N322782
441,1.0492168490180458,11.0,12.0,6.0,25.0,6.0,1.0,2.9722222222222223,1,A07S617523
442,1.1039869374884221,9.0,9.0,1.0,25.0,25.0,1.0,-1.0,0,A10F176905
443,0.5069779356332333,1.0,4.0,5.0,5.0,0.0,1.0,0.0,1,A15S127096
444,0.17471598824139783,5.0,5.0,27.0,25.0,0.0,1.0,0.13063063063063063,0,A14F284141
447,0.13816659812007362,5.0,13.0,5.0,25.0,1.0,2.0,0.13432835820895517,1,A06F278848
449,0.31435495266403063,11.0,11.0,4.0,25.0,0.0,1.0,0.7962962962962963,0,A08F356038
450,1.9649023138455926,10.0,11.0,5.0,25.0,19.0,1.0,0.0,0,A08F496782
451,0.43288855888627786,8.0,8.0,3.0,25.0,1.0,1.0,1.8354430379746836,0,A11N245801
452,0.11611089450427338,2.0,10.0,6.0,20.0,0.0,2.0,0.4295774647887325,1,A09F215203
453,0.8355672640811346,1.0,1.0,4.0,5.0,2.0,1.0,0.0,1,A18N143243
454,0.15713484026367724,1.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A18N185942
455,0.12642760155667576,1.0,2.0,8.0,13.0,0.0,1.0,-0.0927152317880795,1,A17N285804
456,0.48235960712875386,8.0,8.0,12.0,25.0,1.0,1.0,0.3513513513513513,1,A11N322101
457,1.0786932734603845,8.0,8.0,12.0,25.0,5.0,1.0,2.025,0,A11F183418
459,0.08927095509654237,1.0,1.0,3.0,10.0,0.0,1.0,0.28823529411764715,1,A18N056551
460,0.5132790933398427,9.0,9.0,6.0,25.0,10.0,1.0,0.4244604316546763,0,A10F045631
461,0.20246783349055933,10.0,13.0,6.0,25.0,0.0,1.0,0.4601769911504425,1,A06F410956
462,0.08600261451922267,1.0,1.0,10.0,6.0,0.0,1.0,0.10596026490066235,1,A18N193212
463,1.1931877028579085,1.0,2.0,6.0,13.0,0.0,1.0,2.9310344827586206,1,A17N285985
464,0.07071067811865475,1.0,1.0,3.0,3.0,0.0,1.0,0.0,1,A18N186259
465,0.7727189432809562,3.0,12.0,5.0,25.0,0.0,2.0,1.380952380952381,1,A07S041663
466,0.6619101147436862,1.0,1.0,10.0,9.0,0.0,1.0,-0.29145728643216084,1,A18N053930
467,0.404417974241276,4.0,5.0,15.0,25.0,0.0,1.0,0.346938775510204,0,A14F410731
468,0.30428444009728917,8.0,8.0,1.0,25.0,0.0,1.0,1.6444444444444444,1,A11N241926
470,0.21686746987951808,1.0,1.0,10.0,5.0,0.0,1.0,0.0,1,A18N191236
472,0.3140725806856485,3.0,3.0,10.0,25.0,0.0,1.0,0.4328358208955223,1,A16F145401
473,0.5042657859558131,6.0,7.0,16.0,25.0,0.0,1.0,0.646341463414634,1,A12F354689
474,0.43937147475793153,11.0,11.0,7.0,25.0,0.0,1.0,1.4819277108433737,0,A08F423721
475,0.254465773859493,2.0,2.0,3.0,19.0,0.0,1.0,0.9124087591240877,0,A17F068593
476,0.8612860631165529,4.0,4.0,5.0,25.0,7.0,1.0,0.4111111111111112,1,A15F137771
477,0.7900479357684969,7.0,7.0,5.0,25.0,0.0,1.0,1.8055555555555554,0,A12F141895
478,0.2942346500470954,11.0,11.0,5.0,25.0,0.0,1.0,1.192982456140351,0,A08F462222
480,0.6563632814239733,4.0,4.0,1.0,25.0,0.0,1.0,1.4358974358974357,1,A15F024919
481,0.7767262822432482,10.0,10.0,9.0,25.0,1.0,1.0,1.8095238095238093,0,A09F225103
482,0.4315476835930594,1.0,2.0,5.0,13.0,0.0,1.0,0.6455696202531647,1,A17N286201
483,0.5250908492568783,5.0,13.0,5.0,25.0,0.0,2.0,-0.05696202531645567,0,A06F364752
484,0.4427015165189021,5.0,12.0,1.0,25.0,0.0,2.0,0.5555555555555556,1,A07S133148
485,0.9072790309141646,7.0,7.0,3.0,25.0,2.0,1.0,0.0,1,A12F034636
486,0.3535289223839228,1.0,1.0,4.0,3.0,0.0,1.0,0.0,1,A18N142077
487,0.41694605612618496,5.0,7.0,6.0,25.0,0.0,2.0,-0.2272727272727273,0,A12F351834
488,0.2985202284434281,5.0,6.0,5.0,25.0,0.0,1.0,0.6312500000000001,0,A13F265539
490,1.1959227847793452,10.0,10.0,12.0,25.0,13.0,1.0,0.0,0,A09F098991
491,0.2695522855818394,5.0,5.0,12.0,25.0,0.0,1.0,0.5310344827586206,0,A14F006770
492,1.5123161128531504,10.0,10.0,4.0,11.0,2.0,2.0,0.0,1,A09F171869
493,1.5123161128531504,1.0,10.0,3.0,11.0,2.0,2.0,0.0,1,A09F171869
496,0.6204157327434305,3.0,12.0,6.0,25.0,0.0,2.0,1.828125,1,A07F274419
497,0.18031730489944905,1.0,1.0,12.0,7.0,0.0,1.0,0.15416666666666656,1,A18N144676
498,0.19979021006895392,7.0,7.0,5.0,25.0,0.0,1.0,0.16384180790960445,0,A12F348291
499,0.17538296289397493,1.0,4.0,5.0,6.0,0.0,1.0,-0.03493449781659386,1,A15S165467
500,0.7497873595953687,12.0,12.0,1.0,25.0,1.0,1.0,2.1666666666666665,0,A07S141152
501,0.10949234034686264,1.0,1.0,1.0,6.0,1.0,1.0,0.09859154929577474,1,A18N193385
502,0.49444189660226634,7.0,7.0,1.0,25.0,0.0,1.0,2.302325581395349,1,A12F222801
503,0.5438840264213065,5.0,6.0,7.0,25.0,0.0,1.0,0.39751552795031064,0,A13F237319
504,0.9013130748622286,8.0,8.0,6.0,25.0,1.0,1.0,1.526315789473684,0,A11F185815
505,0.08056050267762219,1.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A18N228464
506,0.11190796088583257,8.0,9.0,1.0,25.0,0.0,1.0,0.2158273381294964,0,A10F560003
507,0.8206281981572257,7.0,7.0,6.0,25.0,0.0,1.0,1.6842105263157894,0,A12F144398
508,0.24819976036185146,5.0,6.0,5.0,25.0,2.0,1.0,0.5163934426229508,1,A13F241396
509,0.6172357234246938,12.0,12.0,4.0,25.0,1.0,1.0,1.710526315789474,0,A07S048816
511,1.753295905333368,10.0,21.0,1.0,25.0,8.0,1.0,-1.0,0,A98L719254
513,0.39248583589698843,5.0,5.0,30.0,25.0,0.0,1.0,0.15999999999999992,0,A14F249263
516,1.2797619047619047,11.0,12.0,1.0,25.0,1.0,1.0,0.9615384615384615,0,A07F275990
521,0.6593295009133795,5.0,6.0,3.0,25.0,3.0,1.0,0.7894736842105263,0,A13F262421
522,0.4206557427093214,1.0,1.0,11.0,5.0,0.0,1.0,0.0,1,A18N209494
523,0.4318936877076413,8.0,9.0,4.0,25.0,0.0,1.0,1.2000000000000002,0,A10F254718
524,0.6284450123148414,12.0,12.0,6.0,25.0,0.0,1.0,0.42352941176470593,0,A07S042595
525,0.6569707784201123,10.0,11.0,3.0,25.0,3.0,1.0,0.7565217391304349,0,A08F499159
526,0.1304761236223568,2.0,3.0,5.0,23.0,0.0,1.0,0.13736263736263732,0,A16F274426
527,0.23334052268728303,4.0,4.0,7.0,25.0,0.0,1.0,0.39610389610389607,1,A15F078752
528,0.5265138641252426,3.0,7.0,12.0,25.0,0.0,2.0,1.5257731958762886,0,A12F236902
529,0.1368593770038479,1.0,1.0,7.0,3.0,0.0,1.0,0.0,1,A18N322230
530,0.21757131728816848,1.0,9.0,1.0,3.0,0.0,2.0,0.0,1,A10F548826
532,1.5065694083355763,2.0,2.0,4.0,17.0,0.0,1.0,1.8729281767955803,0,A17F070827
533,0.08695652173913043,1.0,1.0,4.0,5.0,0.0,1.0,0.0,1,A18N211662
534,0.27927471588156905,9.0,9.0,4.0,25.0,0.0,1.0,-0.09909909909909909,1,A10F038763
535,0.1368593770038479,1.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A18N188276
536,0.81702784745279,2.0,2.0,4.0,19.0,0.0,1.0,0.9795918367346939,1,A17F062178
538,0.38588286191576937,10.0,10.0,2.0,21.0,0.0,2.0,0.19166666666666665,0,A09F252355
539,0.38588286191576937,1.0,10.0,4.0,21.0,0.0,2.0,0.19166666666666665,0,A09F252355
541,0.24889566330789945,11.0,11.0,3.0,22.0,1.0,2.0,0.08403361344537807,1,A08F230417
542,0.24889566330789945,1.0,11.0,7.0,22.0,1.0,2.0,0.08403361344537807,1,A08F230417
545,0.6244156814440421,2.0,11.0,3.0,21.0,3.0,2.0,1.84375,1,A08F357477
546,0.49099025303098287,1.0,1.0,5.0,9.0,0.0,1.0,-0.032258064516129004,1,A18N089078
547,0.22808188448084468,10.0,10.0,5.0,16.0,1.0,2.0,0.16049382716049387,1,A09F279344
548,0.22808188448084468,1.0,10.0,23.0,16.0,1.0,2.0,0.16049382716049387,1,A09F279344
549,0.41426870422084267,1.0,1.0,15.0,5.0,0.0,1.0,0.0,1,A18N209869
550,0.9267016910867343,5.0,5.0,16.0,25.0,0.0,1.0,1.4316546762589928,0,A14F076207
551,0.3181880300215261,1.0,1.0,5.0,7.0,0.0,1.0,0.2727272727272727,1,A18N138486
552,1.3179972137786669,5.0,13.0,4.0,25.0,3.0,2.0,-0.3125,0,A06S704029
553,0.7664411823562401,7.0,8.0,3.0,25.0,0.0,1.0,1.8333333333333335,1,A11F310886
554,0.2200974933396436,1.0,1.0,5.0,5.0,0.0,1.0,0.0,1,A18N288353
556,0.1665803670412304,1.0,2.0,5.0,10.0,0.0,1.0,0.0,1,A17F056323
557,0.6317954114992013,4.0,10.0,28.0,25.0,0.0,1.0,1.3157894736842106,0,A09F281829
560,0.4711647371375986,3.0,10.0,6.0,25.0,9.0,2.0,0.5494505494505495,0,A09F206597
561,0.4156237516390422,2.0,2.0,5.0,21.0,7.0,1.0,1.0714285714285716,0,A17F007879
562,0.607829676442305,7.0,9.0,4.0,25.0,1.0,1.0,2.2650602409638556,0,A10F482256
564,0.28456700926392847,7.0,7.0,3.0,25.0,1.0,1.0,0.5279503105590062,0,A12F148611
565,0.2905050387874183,8.0,17.0,3.0,24.0,0.0,1.0,0.6544117647058822,0,A02S672689
566,1.3479093085709557,7.0,8.0,4.0,25.0,1.0,1.0,2.52,0,A11F237079
568,1.5277559328765755,7.0,8.0,9.0,25.0,0.0,1.0,0.5277777777777777,0,A11F223494
569,0.768321434346977,5.0,7.0,4.0,25.0,4.0,2.0,-0.039215686274509776,0,A12F139632
570,0.27394717204057994,2.0,3.0,3.0,24.0,0.0,1.0,0.21739130434782616,1,A16F277759
571,0.19028623531016695,2.0,3.0,3.0,25.0,0.0,1.0,0.5096774193548388,0,A16F253627
572,0.6300237777469893,3.0,3.0,6.0,25.0,0.0,1.0,0.10476190476190483,0,A16F053485
574,0.14395540828178383,5.0,5.0,5.0,25.0,0.0,1.0,0.09701492537313428,0,A14F414558
575,0.11130476380190663,1.0,1.0,8.0,7.0,0.0,1.0,0.19658119658119655,1,A18N138172
579,0.6461401744407683,4.0,11.0,26.0,25.0,2.0,2.0,0.29427083333333326,0,A08F285953
580,0.22485803592712694,6.0,7.0,6.0,25.0,2.0,1.0,0.4580645161290322,0,A12F286944
581,0.28059792904228076,4.0,4.0,3.0,25.0,0.0,1.0,0.75,0,A15F076945
582,0.435307111129006,5.0,7.0,14.0,25.0,0.0,2.0,0.9375,1,A12F347449
583,0.6210396937244708,6.0,6.0,3.0,25.0,0.0,1.0,0.16470588235294126,0,A13F219817
584,0.581630208975933,5.0,5.0,12.0,25.0,1.0,1.0,1.657142857142857,0,A14F000460
585,0.4089789712267646,8.0,8.0,21.0,25.0,0.0,1.0,1.4047619047619047,0,A11N314067
586,0.6238717398409621,10.0,10.0,14.0,25.0,3.0,1.0,-0.09677419354838712,0,A09F282754
588,1.024494599682908,1.0,1.0,16.0,4.0,0.0,1.0,0.0,1,A18N307805
589,0.5598319075453652,2.0,2.0,12.0,19.0,0.0,1.0,-0.1282051282051282,1,A17F060597
590,0.47406781444023127,5.0,5.0,6.0,25.0,0.0,1.0,1.5,0,A14F376608
591,1.196633108772343,5.0,5.0,15.0,25.0,0.0,1.0,2.8260869565217392,0,A14F002696
592,0.350161511702009,3.0,13.0,3.0,25.0,4.0,2.0,0.17322834645669283,1,A06F269102
594,0.3910960439337838,6.0,15.0,3.0,25.0,0.0,2.0,1.028985507246377,1,A04S014239
596,0.6246450647334042,10.0,11.0,6.0,25.0,0.0,1.0,0.5789473684210527,0,A08F484304
597,0.5144898789347715,8.0,12.0,9.0,25.0,0.0,1.0,1.3888888888888888,0,A07S358756
601,0.20664368843459002,9.0,10.0,5.0,25.0,0.0,1.0,0.6956521739130435,0,A09F319033
602,0.2638884542903432,6.0,7.0,6.0,25.0,0.0,1.0,0.8181818181818181,0,A12F285546
603,0.14426374003225853,3.0,13.0,1.0,25.0,1.0,2.0,0.07042253521126751,0,A06F311564
604,0.6519428778187601,11.0,11.0,6.0,9.0,0.0,2.0,0.2058823529411764,1,A08F228527
605,0.6519428778187601,1.0,11.0,5.0,9.0,0.0,2.0,0.2058823529411764,1,A08F228527
606,0.4171134535427616,11.0,11.0,5.0,25.0,0.0,1.0,0.6179775280898876,0,A08F297128
607,0.28535193005608184,3.0,14.0,5.0,25.0,0.0,2.0,0.7142857142857142,0,A05F322950
608,1.3058861018773456,10.0,10.0,3.0,25.0,0.0,1.0,0.9642857142857142,1,A09F058540
609,0.19430057136189324,5.0,12.0,3.0,25.0,0.0,2.0,0.5217391304347827,0,A07F276181
610,0.3180774092672741,9.0,9.0,5.0,25.0,4.0,1.0,0.19047619047619047,0,A10F177389
611,0.3971660148305884,6.0,13.0,3.0,25.0,0.0,2.0,1.0,1,A06S798814
612,0.28921122637276386,6.0,15.0,3.0,25.0,0.0,1.0,1.058139534883721,1,A04S322306
613,0.7561090613470878,10.0,18.0,11.0,25.0,0.0,1.0,0.9487179487179487,1,A01S067990
614,0.3493637118181537,7.0,7.0,5.0,25.0,0.0,1.0,1.0694444444444446,0,A12F346567
615,0.4043968914972228,3.0,13.0,10.0,25.0,0.0,2.0,0.36559139784946226,0,A06F342137
616,0.9487195096600538,1.0,2.0,27.0,13.0,0.0,1.0,1.29064039408867,1,A17N300511
617,0.6979192077021084,2.0,2.0,19.0,18.0,0.0,1.0,0.7204301075268817,1,A17F068653
618,0.7671596435527076,2.0,12.0,4.0,23.0,0.0,2.0,1.7011494252873565,1,A07F241989
619,0.799485609328436,5.0,5.0,9.0,25.0,0.0,1.0,-0.5048543689320388,1,A14F201678
621,0.5197204726432606,3.0,10.0,15.0,25.0,0.0,2.0,2.4953271028037385,0,A09F052784
622,0.7256272180130319,1.0,1.0,6.0,11.0,4.0,1.0,1.0357142857142856,1,A18N019105
624,0.3941353695589723,1.0,1.0,1.0,5.0,0.0,1.0,0.0,1,A18N190471
626,0.18099323118436497,1.0,2.0,1.0,12.0,0.0,1.0,0.34337349397590367,1,A17N300985
627,0.07856742013183862,1.0,1.0,17.0,3.0,0.0,1.0,0.0,1,A18N175446
628,0.792078332835033,5.0,13.0,16.0,25.0,0.0,2.0,0.5517241379310345,0,A06S747197
630,0.33127589593474843,1.0,1.0,24.0,5.0,0.0,1.0,0.0,1,A18N210514
632,0.6533800242278417,10.0,13.0,5.0,25.0,0.0,1.0,0.8714285714285714,0,A06F431243
633,0.10414944761263274,1.0,1.0,10.0,4.0,0.0,1.0,0.0,1,A18N187432
634,0.7280638613141045,2.0,2.0,4.0,16.0,0.0,1.0,1.2790697674418605,1,A17F110781
635,0.14657549249448218,4.0,5.0,3.0,25.0,0.0,1.0,0.39814814814814814,1,A14F412860
636,0.4618943875190083,3.0,13.0,15.0,25.0,0.0,2.0,0.6486486486486487,1,A06F288409
638,0.15554743862990636,5.0,5.0,4.0,25.0,0.0,1.0,0.3688524590163935,1,A14F395709
639,0.06614378277661481,1.0,1.0,5.0,10.0,0.0,1.0,0.2116788321167884,1,A18N021694
641,0.09989645407606308,1.0,2.0,1.0,12.0,0.0,1.0,0.19393939393939386,1,A17N281464
642,0.18619371625574666,1.0,1.0,12.0,4.0,0.0,1.0,0.0,1,A18N187257
643,0.176179678995699,10.0,21.0,6.0,25.0,1.0,1.0,0.2578125,0,A98L622424
644,0.6395203015758766,5.0,15.0,6.0,25.0,1.0,2.0,1.1235955056179776,1,A04S015466
645,0.4469365040356708,11.0,11.0,4.0,25.0,3.0,1.0,1.2477064220183487,0,A08F361600
646,1.879816344949884,5.0,5.0,4.0,25.0,4.0,1.0,2.6333333333333333,0,A14F239891
647,0.24312383435047255,9.0,9.0,4.0,25.0,0.0,1.0,0.972972972972973,0,A10F061069
648,0.9441398057163412,8.0,16.0,6.0,25.0,0.0,1.0,1.5939849624060152,0,A03S160061
649,0.6354604954477129,5.0,6.0,1.0,25.0,1.0,1.0,0.49295774647887325,0,A13F231897
650,0.8246211251235319,10.0,14.0,4.0,25.0,0.0,1.0,-0.19999999999999996,0,A05F105616
651,0.7519850908182908,9.0,9.0,3.0,25.0,0.0,1.0,-0.3012048192771084,0,A10F040161
652,0.5641693336552749,9.0,10.0,6.0,25.0,0.0,1.0,1.3448275862068964,1,A09F323418
653,0.2551898302258214,5.0,5.0,8.0,25.0,0.0,1.0,0.10869565217391308,0,A14F026307
654,0.45450455934310247,2.0,2.0,8.0,22.0,0.0,1.0,1.1,0,A17F022349
655,0.24378824449486228,2.0,2.0,24.0,24.0,0.0,1.0,0.19587628865979378,1,A17F001600
656,0.21689686405108619,9.0,9.0,14.0,25.0,0.0,1.0,0.4861878453038675,0,A10F222293
658,0.8254487997933891,1.0,1.0,20.0,9.0,1.0,1.0,2.130434782608696,1,A18N089033
660,1.161446655397196,5.0,5.0,2.0,25.0,0.0,1.0,2.5,1,A14F283776
661,0.310950430491299,2.0,2.0,19.0,14.0,0.0,1.0,0.5365853658536586,0,A17F071156
662,1.1088755817698321,11.0,18.0,4.0,25.0,0.0,1.0,1.6216216216216215,0,A01S006975
663,0.5789801950004871,5.0,7.0,3.0,25.0,0.0,2.0,-0.08196721311475408,1,A12F151488
664,0.758739429001834,7.0,10.0,5.0,25.0,1.0,1.0,2.727272727272727,1,A09F305652
665,0.6917391179854607,1.0,1.0,6.0,5.0,1.0,1.0,0.0,1,A18N141500
666,0.4947211547972413,5.0,15.0,3.0,25.0,0.0,2.0,-0.008695652173912993,0,A04S042796
667,0.35036137671449014,10.0,15.0,5.0,25.0,0.0,1.0,0.32000000000000006,0,A04N463691
669,0.023183828891362217,1.0,1.0,5.0,3.0,0.0,1.0,0.0,1,A18N197342
670,0.3263227569127533,10.0,10.0,4.0,25.0,0.0,1.0,0.31355932203389836,1,A09F249106
671,0.7096483695006995,10.0,10.0,5.0,25.0,1.0,1.0,1.3958333333333335,1,A09F261555
672,0.862811984861125,4.0,4.0,12.0,25.0,0.0,1.0,1.2923076923076922,1,A15F074931
673,0.1663780661615406,1.0,1.0,6.0,3.0,0.0,1.0,0.0,1,A18N321396
674,0.7944743549776717,11.0,11.0,4.0,25.0,0.0,1.0,1.073529411764706,0,A08F061419
675,0.07448362977876394,2.0,2.0,2.0,24.0,1.0,1.0,0.125,0,A17F003155
676,1.365156684621967,2.0,4.0,5.0,23.0,3.0,1.0,0.53125,1,A15L095306
677,0.176914886301634,5.0,5.0,9.0,25.0,0.0,1.0,-0.06666666666666665,0,A14F080232
678,0.09750161053097531,1.0,1.0,6.0,4.0,0.0,1.0,0.0,1,A18N142502
679,0.17638342073763938,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1,A18N142616
680,0.17760885475899238,8.0,8.0,6.0,25.0,0.0,1.0,0.255639097744361,1,A11N319488
682,0.725718035235908,1.0,1.0,4.0,4.0,1.0,1.0,0.0,1,A18N187828
683,0.6912865550939963,8.0,15.0,2.0,25.0,1.0,1.0,2.842857142857143,0,A04S219324
684,0.15877639974728505,6.0,8.0,2.0,25.0,1.0,1.0,0.27083333333333326,0,A11F184121
685,0.2045257857705344,9.0,10.0,5.0,25.0,0.0,1.0,0.4487179487179487,0,A09F310250
687,0.6580648093118242,4.0,4.0,3.0,25.0,0.0,1.0,1.0660377358490565,0,A15F133596
688,0.09935194278596775,1.0,1.0,4.0,5.0,0.0,1.0,0.0,1,A18N180371
689,0.369504102267354,5.0,6.0,3.0,25.0,0.0,1.0,0.7078651685393258,0,A13F261538
690,0.21509412747634027,5.0,5.0,3.0,25.0,0.0,1.0,0.6290322580645162,0,A14F074145
691,0.3042945213265309,1.0,1.0,8.0,4.0,0.0,1.0,0.0,1,A18N308183
692,0.2849765249345856,9.0,9.0,6.0,25.0,0.0,1.0,0.6933333333333334,0,A10F161387
693,0.4370872077338684,11.0,11.0,12.0,25.0,0.0,1.0,-0.11864406779661019,0,A08F370115
694,1.0325609228498995,7.0,8.0,12.0,25.0,1.0,1.0,0.028301886792452935,0,A11F286469
696,0.46461665545420766,1.0,1.0,4.0,9.0,0.0,1.0,0.15476190476190466,1,A18N052013
697,0.3263569759322527,1.0,1.0,10.0,3.0,0.0,1.0,0.0,1,A18N319197
698,0.4040610178208843,1.0,9.0,9.0,3.0,0.0,2.0,0.0,1,A10F482966
700,0.1111111111111111,1.0,1.0,4.0,6.0,0.0,1.0,0.1900826446280992,1,A18N229598
701,0.182971928613503,9.0,9.0,2.0,25.0,0.0,1.0,0.19811320754716988,1,A10F001138
702,1.1662901749038004,11.0,11.0,3.0,25.0,2.0,1.0,0.6666666666666667,0,A08F233845
703,0.23294649300540157,7.0,8.0,1.0,25.0,1.0,1.0,0.1573033707865168,0,A11F292888
704,0.340224265772458,1.0,1.0,5.0,4.0,1.0,1.0,0.0,1,A18N318400
707,0.30188777457104,1.0,1.0,2.0,7.0,0.0,1.0,0.17123287671232879,0,A18N182533
709,0.8315926320649712,3.0,3.0,3.0,25.0,0.0,1.0,1.1555555555555554,1,A16F121718
711,0.7242636690878749,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1,A18N190869
712,1.1371284995504227,1.0,1.0,2.0,6.0,1.0,1.0,-0.1990407673860911,1,A18N192101
713,0.1295635584435907,2.0,2.0,6.0,24.0,0.0,1.0,0.5060240963855422,0,A17F001954
715,0.2235046716383651,5.0,6.0,25.0,25.0,0.0,1.0,0.7228260869565217,0,A13F265199
716,1.3428407532225877,11.0,11.0,2.0,25.0,0.0,1.0,-0.6909090909090909,0,A08F226375
717,0.42825564855307097,5.0,6.0,7.0,25.0,0.0,1.0,0.7311827956989247,0,A13F221401
718,0.5398952205456244,10.0,15.0,4.0,25.0,9.0,1.0,0.6027397260273972,0,A04L313313
720,0.3906816451740539,1.0,2.0,12.0,13.0,0.0,1.0,0.7619047619047619,1,A17N282042
721,0.10825317547305482,1.0,1.0,5.0,4.0,0.0,1.0,0.0,1,A18N226100
723,0.37989549882994095,1.0,2.0,3.0,11.0,1.0,1.0,0.4463276836158192,1,A17N319552
724,0.5941746393796724,6.0,7.0,8.0,25.0,0.0,1.0,1.635135135135135,0,A12F041458
726,0.606585631173479,1.0,1.0,4.0,14.0,0.0,1.0,0.7692307692307692,0,A18N144777
731,0.7195677714974301,1.0,1.0,10.0,6.0,0.0,1.0,0.4042553191489362,1,A18N233656
732,0.33573470496829455,9.0,16.0,4.0,25.0,2.0,1.0,0.7875000000000001,0,A03S585186
733,0.1786886728742629,8.0,17.0,15.0,25.0,1.0,1.0,0.17647058823529416,1,A02S689201
734,0.3801314862773011,1.0,1.0,12.0,7.0,0.0,1.0,0.5813953488372092,1,A18N183008
735,0.3038227161263076,4.0,6.0,95.0,25.0,1.0,1.0,1.1397291846730049,0,C13L000349
736,0.0844651635442475,1.0,4.0,262.0,8.0,0.0,1.0,0.7205882352941178,0,C15L005658
737,0.21625572461229925,1.0,11.0,201.0,11.0,0.0,3.0,0.4368932038834952,1,C08S010637
738,0.10239522689135044,3.0,11.0,579.0,25.0,0.0,2.0,0.059259259259259345,0,E08S003927
739,0.3244704762456356,11.0,11.0,6.0,25.0,0.0,1.0,1.127659574468085,0,A08F354989
740,0.40806666130923863,6.0,7.0,5.0,25.0,0.0,1.0,-0.17000000000000004,1,A12F367392
741,0.2531892393218508,3.0,3.0,4.0,25.0,0.0,1.0,0.240506329113924,1,A16F153905
744,0.058771929128821544,1.0,1.0,8.0,6.0,0.0,1.0,0.1729323308270676,1,A18N193378
746,1.327219812504451,5.0,6.0,4.0,25.0,0.0,1.0,2.5454545454545454,0,A13F239599
747,0.32906762481392837,13.0,13.0,4.0,25.0,0.0,1.0,0.7692307692307692,0,A06F276255
748,0.33732643071290896,10.0,18.0,5.0,25.0,0.0,1.0,0.5227272727272727,0,A01S600921
749,0.8374987255901674,2.0,2.0,10.0,17.0,1.0,1.0,1.4693877551020407,0,A17F016373
751,0.4637031120573672,8.0,8.0,3.0,25.0,0.0,1.0,0.25609756097560976,0,A11N253624
752,0.2766189846552764,5.0,10.0,10.0,25.0,0.0,2.0,0.12941176470588234,1,A09F099007
753,0.4385835148085573,9.0,15.0,3.0,25.0,0.0,1.0,0.796875,0,A04L540786
754,0.28476830618395427,6.0,7.0,176.0,25.0,0.0,1.0,-0.31288343558282206,0,D12L002415
