IDHidrometro,hid_imo_cod_inscricao,CVProcessado,QtdMedicoes,QtdOcorrencias,hid_imo_qtd_pontos_utilizacao,variacaoTendencia,vidaHidrometro,vidaInstalacao,predicao,proba_0,ESM_SEQ_ESPECIFICACAO_MEDIDOR,MED_NUM_VOLUME_CALCULADO,MED_NUM_VOLUME_MEDIDO,imo_bsk_imovel,geo_set_num_setor,geo_lge_dsc_localidade_prax,geo_lge_dsc_distrito_prax,geo_lge_dsc_municipio_prax,geo_uad_sgl_unidade_negocio,pim_dsc_padrao_imovel,sii_nom_situacao_imovel,sla_nom_situacao_lig_agua,provavel_mudanca,valido,PROBA
A09F061830,8260613,0.3467233,25,0,20,0.1495327,10,10,0,"0,8564",11,13.0,13.0,8260613,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8564"
A09F098618,8480044,0.37715814,25,0,18,0.19480519,10,10,0,"0,8506",11,15.0,15.0,8480044,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8506"
A11N315604,3857778,0.22997625,25,0,20,0.035460994,8,8,0,847,11,17.0,17.0,3857778,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,847"
A10F043798,6134416,0.16459171,25,0,20,-0.24844721,9,9,0,841,11,17.0,17.0,6134416,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,841"
A10F008199,2983745,0.952374,25,6,10,2.9230769,9,9,0,"0,8286",11,9.0,9.0,2983745,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,8286"
A09F208522,5963850,0.68357867,25,0,11,0.5405405,10,10,0,825,11,14.0,14.0,5963850,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,825"
A11N322118,2262185,0.10042116,25,0,9,0.06930693,8,8,0,"0,8237",11,14.0,14.0,2262185,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8237"
A09F033562,5912822,0.3798357,25,0,10,0.6086956,10,10,0,823,11,14.0,14.0,5912822,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,823"
A10F089148,6138640,0.27993107,25,0,9,0.43362832,9,9,0,823,11,19.0,19.0,6138640,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,823"
A09F211161,3743187,0.65946364,25,1,9,0.47272727,10,10,0,"0,8213",11,9.0,9.0,3743187,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,8213"
A09F123989,2123029,0.11110149,25,0,9,0.116504855,10,10,0,"0,8193",11,15.0,15.0,2123029,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8193"
A10F131071,6354130,0.62319785,25,1,9,1125,9,9,0,"0,8174",11,10.0,10.0,6354130,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,8174"
A10F089695,6108423,0.13352434,25,0,11,0.0625,9,9,0,817,11,15.0,15.0,6108423,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,817"
A10F088505,6139779,0.15293902,25,0,11,0.23863636,9,9,0,"0,8164",11,13.0,13.0,6139779,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8164"
A09F098042,2120852,0.12216493,25,0,10,0.04950495,10,10,0,815,11,14.0,14.0,2120852,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,815"
A10F095476,6146171,0.5358242,25,2,15,1.2222222,9,9,0,815,11,10.0,10.0,6146171,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,815"
A10F254567,3200698,0.32947016,25,0,10,0.0945946,9,8,0,"0,8145",11,9.0,9.0,3200698,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,8145"
A10F037672,6132553,0.74362916,25,0,8,-0.64102566,9,9,0,"0,8135",11,10.0,10.0,6132553,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,8135"
A10F175041,6376746,0.20468046,25,0,13,0.36619717,9,9,0,813,11,13.0,13.0,6376746,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,813"
A11N248067,4466284,0.08392529,25,0,11,0.020833334,8,8,0,813,11,13.0,13.0,4466284,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,813"
A08F358668,2120763,0.27672383,25,0,15,0.16666667,11,10,0,"0,8125",11,14.0,14.0,2120763,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8125"
A09F170811,4127722,0.5410173,25,0,14,0.21518987,10,10,0,"0,8125",11,14.0,14.0,4127722,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,8125"
A10F056013,6126278,0.18499915,25,0,12,0.3888889,9,9,0,"0,81",11,14.0,14.0,6126278,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,81"
A10F562635,4473256,0.16063543,25,0,11,0.09174312,9,8,0,"0,81",11,13.0,13.0,4473256,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,81"
A10F039028,6090451,0.1173994,25,0,8,-0.10526316,9,9,0,"0,8096",11,13.0,13.0,6090451,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8096"
A10F089700,6109020,0.15398304,25,0,11,0.008547009,9,9,0,809,11,15.0,15.0,6109020,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,809"
A10F096404,5578329,0.28038,25,0,15,-0.07692308,9,9,0,806,11,19.0,19.0,5578329,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,806"
A09F195148,5964768,0.098634884,25,0,7,0.07608695,10,10,0,"0,8057",11,13.0,13.0,5964768,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,8057"
A11F187949,5996597,0.16130728,25,0,8,0.3846154,8,8,0,802,11,14.0,14.0,5996597,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,802"
A11N248452,6854044,0.1889045,25,0,9,0.017391304,8,8,0,802,11,13.0,13.0,6854044,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,802"
A09F042394,4022904,0.14536454,25,0,8,0.015873017,10,10,0,801,11,18.0,18.0,4022904,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,801"
A10F007353,6095577,0.1570841,25,0,10,-0.075630255,9,9,0,801,11,15.0,15.0,6095577,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,801"
A11N316297,4467205,0.16257033,25,0,8,0.12745099,8,8,0,"0,8003",11,13.0,13.0,4467205,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,8003"
A10F035582,6102409,1.0220321,25,0,8,-0.01010101,9,9,0,"0,8",11,13.0,13.0,6102409,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,8"
A10F007354,2123983,0.3827442,25,0,10,-0.013157895,9,9,0,"0,7993",11,9.0,9.0,2123983,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7993"
A09F091899,5926742,0.25551403,25,0,12,-0.042372882,10,10,0,"0,7983",11,14.0,14.0,5926742,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,7983"
A09F122720,8266425,0.08951137,25,0,7,0.07079646,10,10,0,"0,7983",11,15.0,15.0,8266425,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7983"
A10F092810,6355668,0.2598684,25,0,7,0.16666667,9,9,0,"0,7974",11,9.0,9.0,6355668,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7974"
A10F213512,6390773,0.18679823,25,0,11,-0.00990099,9,9,0,"0,7974",11,13.0,13.0,6390773,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7974"
A11N316400,4467248,0.21466348,25,0,8,0.1978022,8,8,0,797,11,15.0,15.0,4467248,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,797"
A07S313769,2839806,0.15970239,25,0,12,0.07692308,12,12,0,"0,7964",11,9.0,9.0,2839806,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7964"
A11N316397,4467310,0.1398319,25,0,8,0.28735632,8,8,0,"0,7964",11,14.0,14.0,4467310,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7964"
A10F088509,6139981,0.17416623,25,0,11,-0.019417476,9,9,0,"0,7954",11,14.0,14.0,6139981,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7954"
A10F089057,6108539,0.2486035,25,0,11,-0.060344826,9,9,0,"0,7944",11,15.0,15.0,6108539,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7944"
A08F493660,5893240,0.13741261,25,0,8,0.3152174,11,10,0,794,11,15.0,15.0,5893240,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,794"
A10F114672,2867354,0.18505982,25,0,10,-0.17605634,9,9,0,"0,7935",11,18.0,18.0,2867354,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7935"
A10F043957,6127363,0.17549306,25,0,10,-0.12162162,9,9,0,793,11,9.0,9.0,6127363,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,793"
A11N303908,4145313,0.11632573,25,0,1,0.14285715,8,8,0,793,11,18.0,18.0,4145313,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,793"
A11N304873,2120020,0.15981725,25,0,10,-0.20731707,8,8,0,793,11,17.0,17.0,2120020,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,793"
A09F095986,5937574,0.9212847,25,0,10,0.0,10,10,0,"0,7915",11,9.0,9.0,5937574,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7915"
A10F092807,6354963,0.13456091,25,0,7,0.2795699,9,9,0,791,11,15.0,15.0,6354963,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,791"
A09F040898,5902339,0.13431872,25,0,12,-0.15652174,10,10,0,"0,79",11,13.0,13.0,5902339,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,79"
A10F092806,6355366,0.17213456,25,0,9,-0.07317073,9,9,0,"0,79",11,15.0,15.0,6355366,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,79"
A08F361551,5648475,0.74657047,25,0,6,1.2380953,11,11,0,"0,7896",11,10.0,10.0,5648475,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7896"
A09F257381,6063047,0.3327108,25,0,13,-0.52678573,10,10,0,788,11,10.0,10.0,6063047,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,788"
A09F321375,4466624,0.19274557,25,3,8,0.28301886,10,9,0,788,11,15.0,15.0,4466624,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,788"
A08F494239,5870470,0.15151006,25,0,8,0.101123594,11,10,0,"0,7876",11,13.0,13.0,5870470,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7876"
A09F188626,5954746,0.14339317,25,0,12,-0.028037382,10,10,0,"0,7876",11,14.0,14.0,5954746,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7876"
A11N245430,8480362,0.10114997,25,0,1,0.05357143,8,8,0,"0,7876",11,15.0,15.0,8480362,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7876"
A09F187877,5961548,0.8427604,25,1,8,0.0,10,10,0,787,11,10.0,10.0,5961548,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,787"
A09F187881,5961440,0.13269368,25,0,8,-0.1010101,10,10,0,785,11,13.0,13.0,5961440,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,785"
A10F490931,2710714,0.22256489,25,0,12,-0.3764706,9,8,0,785,11,14.0,14.0,2710714,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,785"
A11F187902,5995973,0.26717058,25,0,11,-0.3828125,8,8,0,785,11,10.0,10.0,5995973,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,785"
A08F236945,665932,0.6715377,25,0,7,0.0625,11,11,0,"0,7847",11,10.0,10.0,665932,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7847"
A09F190395,5955068,0.16677822,25,0,9,0.04225352,10,10,0,784,11,9.0,9.0,5955068,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,784"
A10F087472,6137253,0.14643484,25,0,7,-0.046357617,9,9,0,784,11,17.0,17.0,6137253,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,784"
A09F120199,3861090,0.15539029,25,1,11,-0.25503355,10,10,0,"0,7837",11,17.0,17.0,3861090,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7837"
A09F239527,6090648,0.13095684,25,0,12,-0.030927835,10,9,0,"0,7837",11,13.0,13.0,6090648,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7837"
A10F131249,6147828,0.18458991,25,0,8,-0.27388534,9,9,0,783,11,18.0,18.0,6147828,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,783"
A07S041107,7221320,0.11851268,25,0,9,0.07936508,12,12,0,"0,7817",11,9.0,9.0,7221320,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7817"
A10F244959,8659893,0.08986244,25,0,1,0.106796116,9,8,0,"0,7817",11,14.0,14.0,8659893,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,7817"
A09F161339,4466918,0.13319424,25,0,7,0.024390243,10,10,0,"0,7812",11,15.0,15.0,4466918,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,7812"
A10F001152,8813027,0.19723779,25,0,9,-0.33576643,9,9,0,"0,78",11,13.0,13.0,8813027,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,78"
A10F167795,2122928,0.19902486,25,0,15,-0.36290324,9,9,0,779,11,15.0,15.0,2122928,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,779"
A09F204604,6638899,0.16116956,25,0,13,-0.015748031,10,10,0,778,11,14.0,14.0,6638899,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,778"
A11F187953,5996538,0.09436332,25,0,6,0.036036037,8,8,0,778,11,14.0,14.0,5996538,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,778"
A10F087474,6137350,0.14205259,25,0,7,0.0,9,9,0,777,11,15.0,15.0,6137350,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,777"
A10F017577,4469879,0.099890396,25,0,3,0.1826923,9,9,0,775,11,14.0,14.0,4469879,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,775"
A08F462641,7225296,0.10548227,25,0,7,-0.054054055,11,11,0,"0,7725",11,13.0,13.0,7225296,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,7725"
A10F036887,2309343,0.1348116,25,0,1,0.115384616,9,9,0,771,11,14.0,14.0,2309343,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,771"
A10F061413,6378650,0.117166,25,0,3,-0.04310345,9,9,0,771,11,14.0,14.0,6378650,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,771"
A09F321745,7228295,0.3221264,25,0,6,0.627451,10,9,0,"0,77",11,9.0,9.0,7228295,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,77"
A10F015091,6137393,0.1295531,25,0,2,0.20618556,9,9,0,769,11,14.0,14.0,6137393,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,769"
A08F404397,5615976,0.32872158,25,2,7,0.03,11,11,0,"0,7686",11,13.0,13.0,5615976,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,7686"
A10F061435,6379958,0.09945457,25,2,3,0.1826087,9,9,0,"0,7686",11,17.0,17.0,6379958,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,7686"
A09F097178,5929709,0.17857288,25,0,7,-0.12903225,10,10,0,"0,7666",11,10.0,10.0,5929709,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,ALTO,EM USO,1,1,#REF!,"0,7666"
A06F408794,2123789,0.62434304,25,6,10,0.23333333,13,10,0,766,11,15.0,15.0,2123789,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,766"
A10F095693,6351298,0.2704811,25,0,6,0.7631579,9,9,0,766,11,9.0,9.0,6351298,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,766"
A10F097181,6352898,0.23010337,25,0,1,0.37931034,9,9,0,764,11,15.0,15.0,6352898,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,REGULAR,EM USO,1,1,#REF!,"0,764"
A10F211077,6386377,0.21756013,25,0,4,0.39285713,9,9,0,"0,7637",11,9.0,9.0,6386377,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,7637"
A09F304829,3202054,0.15957716,25,2,16,-0.30821916,10,9,0,763,11,13.0,13.0,3202054,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,763"
A10F527771,3776956,0.11862838,25,0,3,0.29268292,9,8,0,763,11,13.0,13.0,3776956,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,763"
A09F257385,5966256,0.13002396,25,0,4,0.19130434,10,10,0,"0,7617",11,15.0,15.0,5966256,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,7617"
A09F032373,5893887,0.27263728,25,0,5,1.032258,10,10,0,761,11,14.0,14.0,5893887,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,BASICO,EM USO,1,1,#REF!,"0,761"
A10F088525,6142516,0.31080195,25,0,6,0.25925925,9,9,0,"0,76",11,17.0,17.0,6142516,63,FORTALEZA,FORTALEZA,FORTALEZA,UN-MTS,MEDIO,EM USO,1,1,#REF!,"0,76"
